,product,price,quantity,date,region,products
6330,pink morsel,$3.00,554,2018-09-20,east,pink morsel
6331,pink morsel,$3.00,523,2018-09-20,west,pink morsel
6356,pink morsel,$3.00,530,2018-09-21,north,pink morsel
6357,pink morsel,$3.00,555,2018-09-21,south,pink morsel
6358,pink morsel,$3.00,572,2018-09-21,east,pink morsel
6359,pink morsel,$3.00,568,2018-09-21,west,pink morsel
6384,pink morsel,$3.00,544,2018-09-22,north,pink morsel
6385,pink morsel,$3.00,527,2018-09-22,south,pink morsel
6386,pink morsel,$3.00,586,2018-09-22,east,pink morsel
6387,pink morsel,$3.00,547,2018-09-22,west,pink morsel
6412,pink morsel,$3.00,577,2018-09-23,north,pink morsel
6413,pink morsel,$3.00,559,2018-09-23,south,pink morsel
6414,pink morsel,$3.00,576,2018-09-23,east,pink morsel
6415,pink morsel,$3.00,585,2018-09-23,west,pink morsel
6440,pink morsel,$3.00,537,2018-09-24,north,pink morsel
6441,pink morsel,$3.00,531,2018-09-24,south,pink morsel
6442,pink morsel,$3.00,599,2018-09-24,east,pink morsel
6443,pink morsel,$3.00,520,2018-09-24,west,pink morsel
6468,pink morsel,$3.00,510,2018-09-25,north,pink morsel
6469,pink morsel,$3.00,590,2018-09-25,south,pink morsel
6470,pink morsel,$3.00,537,2018-09-25,east,pink morsel
6471,pink morsel,$3.00,567,2018-09-25,west,pink morsel
6496,pink morsel,$3.00,539,2018-09-26,north,pink morsel
6497,pink morsel,$3.00,505,2018-09-26,south,pink morsel
6498,pink morsel,$3.00,571,2018-09-26,east,pink morsel
6499,pink morsel,$3.00,500,2018-09-26,west,pink morsel
6524,pink morsel,$3.00,544,2018-09-27,north,pink morsel
6525,pink morsel,$3.00,571,2018-09-27,south,pink morsel
6526,pink morsel,$3.00,581,2018-09-27,east,pink morsel
6527,pink morsel,$3.00,529,2018-09-27,west,pink morsel
6552,pink morsel,$3.00,583,2018-09-28,north,pink morsel
6553,pink morsel,$3.00,511,2018-09-28,south,pink morsel
6554,pink morsel,$3.00,551,2018-09-28,east,pink morsel
6555,pink morsel,$3.00,504,2018-09-28,west,pink morsel
6580,pink morsel,$3.00,506,2018-09-29,north,pink morsel
6581,pink morsel,$3.00,541,2018-09-29,south,pink morsel
6582,pink morsel,$3.00,567,2018-09-29,east,pink morsel
6583,pink morsel,$3.00,532,2018-09-29,west,pink morsel
6608,pink morsel,$3.00,582,2018-09-30,north,pink morsel
6609,pink morsel,$3.00,512,2018-09-30,south,pink morsel
6610,pink morsel,$3.00,553,2018-09-30,east,pink morsel
6611,pink morsel,$3.00,508,2018-09-30,west,pink morsel
6636,pink morsel,$3.00,594,2018-10-01,north,pink morsel
6637,pink morsel,$3.00,544,2018-10-01,south,pink morsel
6638,pink morsel,$3.00,585,2018-10-01,east,pink morsel
6639,pink morsel,$3.00,550,2018-10-01,west,pink morsel
6664,pink morsel,$3.00,560,2018-10-02,north,pink morsel
6665,pink morsel,$3.00,567,2018-10-02,south,pink morsel
6666,pink morsel,$3.00,600,2018-10-02,east,pink morsel
6667,pink morsel,$3.00,580,2018-10-02,west,pink morsel
6692,pink morsel,$3.00,521,2018-10-03,north,pink morsel
6693,pink morsel,$3.00,596,2018-10-03,south,pink morsel
6694,pink morsel,$3.00,512,2018-10-03,east,pink morsel
6695,pink morsel,$3.00,588,2018-10-03,west,pink morsel
6720,pink morsel,$3.00,504,2018-10-04,north,pink morsel
6721,pink morsel,$3.00,520,2018-10-04,south,pink morsel
6722,pink morsel,$3.00,542,2018-10-04,east,pink morsel
6723,pink morsel,$3.00,599,2018-10-04,west,pink morsel
6748,pink morsel,$3.00,593,2018-10-05,north,pink morsel
6749,pink morsel,$3.00,561,2018-10-05,south,pink morsel
6750,pink morsel,$3.00,571,2018-10-05,east,pink morsel
6751,pink morsel,$3.00,598,2018-10-05,west,pink morsel
6776,pink morsel,$3.00,528,2018-10-06,north,pink morsel
6777,pink morsel,$3.00,549,2018-10-06,south,pink morsel
6778,pink morsel,$3.00,532,2018-10-06,east,pink morsel
6779,pink morsel,$3.00,505,2018-10-06,west,pink morsel
6804,pink morsel,$3.00,511,2018-10-07,north,pink morsel
6805,pink morsel,$3.00,536,2018-10-07,south,pink morsel
6806,pink morsel,$3.00,598,2018-10-07,east,pink morsel
6807,pink morsel,$3.00,526,2018-10-07,west,pink morsel
6832,pink morsel,$3.00,567,2018-10-08,north,pink morsel
6833,pink morsel,$3.00,539,2018-10-08,south,pink morsel
6834,pink morsel,$3.00,593,2018-10-08,east,pink morsel
6835,pink morsel,$3.00,595,2018-10-08,west,pink morsel
6860,pink morsel,$3.00,560,2018-10-09,north,pink morsel
6861,pink morsel,$3.00,530,2018-10-09,south,pink morsel
6862,pink morsel,$3.00,517,2018-10-09,east,pink morsel
6863,pink morsel,$3.00,529,2018-10-09,west,pink morsel
6888,pink morsel,$3.00,583,2018-10-10,north,pink morsel
6889,pink morsel,$3.00,567,2018-10-10,south,pink morsel
6890,pink morsel,$3.00,533,2018-10-10,east,pink morsel
6891,pink morsel,$3.00,502,2018-10-10,west,pink morsel
6916,pink morsel,$3.00,532,2018-10-11,north,pink morsel
6917,pink morsel,$3.00,600,2018-10-11,south,pink morsel
6918,pink morsel,$3.00,583,2018-10-11,east,pink morsel
6919,pink morsel,$3.00,558,2018-10-11,west,pink morsel
6944,pink morsel,$3.00,594,2018-10-12,north,pink morsel
6945,pink morsel,$3.00,549,2018-10-12,south,pink morsel
6946,pink morsel,$3.00,514,2018-10-12,east,pink morsel
6947,pink morsel,$3.00,552,2018-10-12,west,pink morsel
6972,pink morsel,$3.00,527,2018-10-13,north,pink morsel
6973,pink morsel,$3.00,571,2018-10-13,south,pink morsel
6974,pink morsel,$3.00,574,2018-10-13,east,pink morsel
6975,pink morsel,$3.00,562,2018-10-13,west,pink morsel
7000,pink morsel,$3.00,576,2018-10-14,north,pink morsel
7001,pink morsel,$3.00,585,2018-10-14,south,pink morsel
7002,pink morsel,$3.00,501,2018-10-14,east,pink morsel
7003,pink morsel,$3.00,534,2018-10-14,west,pink morsel
7028,pink morsel,$3.00,535,2018-10-15,north,pink morsel
7029,pink morsel,$3.00,573,2018-10-15,south,pink morsel
7030,pink morsel,$3.00,516,2018-10-15,east,pink morsel
7031,pink morsel,$3.00,542,2018-10-15,west,pink morsel
7056,pink morsel,$3.00,517,2018-10-16,north,pink morsel
7057,pink morsel,$3.00,554,2018-10-16,south,pink morsel
7058,pink morsel,$3.00,550,2018-10-16,east,pink morsel
7059,pink morsel,$3.00,596,2018-10-16,west,pink morsel
7084,pink morsel,$3.00,512,2018-10-17,north,pink morsel
7085,pink morsel,$3.00,517,2018-10-17,south,pink morsel
7086,pink morsel,$3.00,552,2018-10-17,east,pink morsel
7087,pink morsel,$3.00,548,2018-10-17,west,pink morsel
7112,pink morsel,$3.00,564,2018-10-18,north,pink morsel
7113,pink morsel,$3.00,506,2018-10-18,south,pink morsel
7114,pink morsel,$3.00,503,2018-10-18,east,pink morsel
7115,pink morsel,$3.00,558,2018-10-18,west,pink morsel
7140,pink morsel,$3.00,507,2018-10-19,north,pink morsel
7141,pink morsel,$3.00,544,2018-10-19,south,pink morsel
7142,pink morsel,$3.00,598,2018-10-19,east,pink morsel
7143,pink morsel,$3.00,563,2018-10-19,west,pink morsel
7168,pink morsel,$3.00,564,2018-10-20,north,pink morsel
7169,pink morsel,$3.00,554,2018-10-20,south,pink morsel
7170,pink morsel,$3.00,592,2018-10-20,east,pink morsel
7171,pink morsel,$3.00,570,2018-10-20,west,pink morsel
7196,pink morsel,$3.00,523,2018-10-21,north,pink morsel
7197,pink morsel,$3.00,568,2018-10-21,south,pink morsel
7198,pink morsel,$3.00,589,2018-10-21,east,pink morsel
7199,pink morsel,$3.00,589,2018-10-21,west,pink morsel
7224,pink morsel,$3.00,514,2018-10-22,north,pink morsel
7225,pink morsel,$3.00,569,2018-10-22,south,pink morsel
7226,pink morsel,$3.00,526,2018-10-22,east,pink morsel
7227,pink morsel,$3.00,507,2018-10-22,west,pink morsel
7252,pink morsel,$3.00,588,2018-10-23,north,pink morsel
7253,pink morsel,$3.00,561,2018-10-23,south,pink morsel
7254,pink morsel,$3.00,534,2018-10-23,east,pink morsel
7255,pink morsel,$3.00,585,2018-10-23,west,pink morsel
7280,pink morsel,$3.00,550,2018-10-24,north,pink morsel
7281,pink morsel,$3.00,543,2018-10-24,south,pink morsel
7282,pink morsel,$3.00,564,2018-10-24,east,pink morsel
7283,pink morsel,$3.00,514,2018-10-24,west,pink morsel
7308,pink morsel,$3.00,543,2018-10-25,north,pink morsel
7309,pink morsel,$3.00,529,2018-10-25,south,pink morsel
7310,pink morsel,$3.00,545,2018-10-25,east,pink morsel
7311,pink morsel,$3.00,551,2018-10-25,west,pink morsel
7336,pink morsel,$3.00,532,2018-10-26,north,pink morsel
7337,pink morsel,$3.00,508,2018-10-26,south,pink morsel
7338,pink morsel,$3.00,515,2018-10-26,east,pink morsel
7339,pink morsel,$3.00,569,2018-10-26,west,pink morsel
7364,pink morsel,$3.00,503,2018-10-27,north,pink morsel
7365,pink morsel,$3.00,503,2018-10-27,south,pink morsel
7366,pink morsel,$3.00,562,2018-10-27,east,pink morsel
7367,pink morsel,$3.00,595,2018-10-27,west,pink morsel
7392,pink morsel,$3.00,545,2018-10-28,north,pink morsel
7393,pink morsel,$3.00,584,2018-10-28,south,pink morsel
7394,pink morsel,$3.00,595,2018-10-28,east,pink morsel
7395,pink morsel,$3.00,585,2018-10-28,west,pink morsel
7420,pink morsel,$3.00,569,2018-10-29,north,pink morsel
7421,pink morsel,$3.00,567,2018-10-29,south,pink morsel
7422,pink morsel,$3.00,533,2018-10-29,east,pink morsel
7423,pink morsel,$3.00,594,2018-10-29,west,pink morsel
7448,pink morsel,$3.00,559,2018-10-30,north,pink morsel
7449,pink morsel,$3.00,573,2018-10-30,south,pink morsel
7450,pink morsel,$3.00,510,2018-10-30,east,pink morsel
7451,pink morsel,$3.00,592,2018-10-30,west,pink morsel
7476,pink morsel,$3.00,558,2018-10-31,north,pink morsel
7477,pink morsel,$3.00,547,2018-10-31,south,pink morsel
7478,pink morsel,$3.00,532,2018-10-31,east,pink morsel
7479,pink morsel,$3.00,502,2018-10-31,west,pink morsel
7504,pink morsel,$3.00,564,2018-11-01,north,pink morsel
7505,pink morsel,$3.00,541,2018-11-01,south,pink morsel
7506,pink morsel,$3.00,531,2018-11-01,east,pink morsel
7507,pink morsel,$3.00,517,2018-11-01,west,pink morsel
7532,pink morsel,$3.00,576,2018-11-02,north,pink morsel
7533,pink morsel,$3.00,536,2018-11-02,south,pink morsel
7534,pink morsel,$3.00,510,2018-11-02,east,pink morsel
7535,pink morsel,$3.00,597,2018-11-02,west,pink morsel
7560,pink morsel,$3.00,568,2018-11-03,north,pink morsel
7561,pink morsel,$3.00,551,2018-11-03,south,pink morsel
7562,pink morsel,$3.00,516,2018-11-03,east,pink morsel
7563,pink morsel,$3.00,542,2018-11-03,west,pink morsel
7588,pink morsel,$3.00,565,2018-11-04,north,pink morsel
7589,pink morsel,$3.00,530,2018-11-04,south,pink morsel
7590,pink morsel,$3.00,510,2018-11-04,east,pink morsel
7591,pink morsel,$3.00,548,2018-11-04,west,pink morsel
7616,pink morsel,$3.00,537,2018-11-05,north,pink morsel
7617,pink morsel,$3.00,539,2018-11-05,south,pink morsel
7618,pink morsel,$3.00,592,2018-11-05,east,pink morsel
7619,pink morsel,$3.00,547,2018-11-05,west,pink morsel
7644,pink morsel,$3.00,580,2018-11-06,north,pink morsel
7645,pink morsel,$3.00,530,2018-11-06,south,pink morsel
7646,pink morsel,$3.00,591,2018-11-06,east,pink morsel
7647,pink morsel,$3.00,547,2018-11-06,west,pink morsel
7672,pink morsel,$3.00,509,2018-11-07,north,pink morsel
7673,pink morsel,$3.00,585,2018-11-07,south,pink morsel
7674,pink morsel,$3.00,550,2018-11-07,east,pink morsel
7675,pink morsel,$3.00,531,2018-11-07,west,pink morsel
7700,pink morsel,$3.00,516,2018-11-08,north,pink morsel
7701,pink morsel,$3.00,541,2018-11-08,south,pink morsel
7702,pink morsel,$3.00,500,2018-11-08,east,pink morsel
7703,pink morsel,$3.00,523,2018-11-08,west,pink morsel
7728,pink morsel,$3.00,549,2018-11-09,north,pink morsel
7729,pink morsel,$3.00,554,2018-11-09,south,pink morsel
7730,pink morsel,$3.00,570,2018-11-09,east,pink morsel
7731,pink morsel,$3.00,573,2018-11-09,west,pink morsel
7756,pink morsel,$3.00,530,2018-11-10,north,pink morsel
7757,pink morsel,$3.00,513,2018-11-10,south,pink morsel
7758,pink morsel,$3.00,522,2018-11-10,east,pink morsel
7759,pink morsel,$3.00,590,2018-11-10,west,pink morsel
7784,pink morsel,$3.00,574,2018-11-11,north,pink morsel
7785,pink morsel,$3.00,508,2018-11-11,south,pink morsel
7786,pink morsel,$3.00,547,2018-11-11,east,pink morsel
7787,pink morsel,$3.00,554,2018-11-11,west,pink morsel
7812,pink morsel,$3.00,572,2018-11-12,north,pink morsel
7813,pink morsel,$3.00,537,2018-11-12,south,pink morsel
7814,pink morsel,$3.00,523,2018-11-12,east,pink morsel
7815,pink morsel,$3.00,599,2018-11-12,west,pink morsel
7840,pink morsel,$3.00,566,2018-11-13,north,pink morsel
7841,pink morsel,$3.00,527,2018-11-13,south,pink morsel
7842,pink morsel,$3.00,592,2018-11-13,east,pink morsel
7843,pink morsel,$3.00,548,2018-11-13,west,pink morsel
7868,pink morsel,$3.00,521,2018-11-14,north,pink morsel
7869,pink morsel,$3.00,569,2018-11-14,south,pink morsel
7870,pink morsel,$3.00,511,2018-11-14,east,pink morsel
7871,pink morsel,$3.00,524,2018-11-14,west,pink morsel
7896,pink morsel,$3.00,541,2018-11-15,north,pink morsel
7897,pink morsel,$3.00,566,2018-11-15,south,pink morsel
7898,pink morsel,$3.00,507,2018-11-15,east,pink morsel
7899,pink morsel,$3.00,569,2018-11-15,west,pink morsel
7924,pink morsel,$3.00,529,2018-11-16,north,pink morsel
7925,pink morsel,$3.00,592,2018-11-16,south,pink morsel
7926,pink morsel,$3.00,554,2018-11-16,east,pink morsel
7927,pink morsel,$3.00,526,2018-11-16,west,pink morsel
7952,pink morsel,$3.00,518,2018-11-17,north,pink morsel
7953,pink morsel,$3.00,505,2018-11-17,south,pink morsel
7954,pink morsel,$3.00,534,2018-11-17,east,pink morsel
7955,pink morsel,$3.00,519,2018-11-17,west,pink morsel
7980,pink morsel,$3.00,507,2018-11-18,north,pink morsel
7981,pink morsel,$3.00,580,2018-11-18,south,pink morsel
7982,pink morsel,$3.00,539,2018-11-18,east,pink morsel
7983,pink morsel,$3.00,549,2018-11-18,west,pink morsel
8008,pink morsel,$3.00,517,2018-11-19,north,pink morsel
8009,pink morsel,$3.00,500,2018-11-19,south,pink morsel
8010,pink morsel,$3.00,575,2018-11-19,east,pink morsel
8011,pink morsel,$3.00,521,2018-11-19,west,pink morsel
8036,pink morsel,$3.00,597,2018-11-20,north,pink morsel
8037,pink morsel,$3.00,526,2018-11-20,south,pink morsel
8038,pink morsel,$3.00,544,2018-11-20,east,pink morsel
8039,pink morsel,$3.00,558,2018-11-20,west,pink morsel
8064,pink morsel,$3.00,539,2018-11-21,north,pink morsel
8065,pink morsel,$3.00,503,2018-11-21,south,pink morsel
8066,pink morsel,$3.00,548,2018-11-21,east,pink morsel
8067,pink morsel,$3.00,514,2018-11-21,west,pink morsel
8092,pink morsel,$3.00,550,2018-11-22,north,pink morsel
8093,pink morsel,$3.00,586,2018-11-22,south,pink morsel
8094,pink morsel,$3.00,570,2018-11-22,east,pink morsel
8095,pink morsel,$3.00,579,2018-11-22,west,pink morsel
8120,pink morsel,$3.00,593,2018-11-23,north,pink morsel
8121,pink morsel,$3.00,581,2018-11-23,south,pink morsel
8122,pink morsel,$3.00,520,2018-11-23,east,pink morsel
8123,pink morsel,$3.00,573,2018-11-23,west,pink morsel
8148,pink morsel,$3.00,563,2018-11-24,north,pink morsel
8149,pink morsel,$3.00,535,2018-11-24,south,pink morsel
8150,pink morsel,$3.00,561,2018-11-24,east,pink morsel
8151,pink morsel,$3.00,506,2018-11-24,west,pink morsel
8176,pink morsel,$3.00,555,2018-11-25,north,pink morsel
8177,pink morsel,$3.00,557,2018-11-25,south,pink morsel
8178,pink morsel,$3.00,568,2018-11-25,east,pink morsel
8179,pink morsel,$3.00,577,2018-11-25,west,pink morsel
8204,pink morsel,$3.00,551,2018-11-26,north,pink morsel
8205,pink morsel,$3.00,514,2018-11-26,south,pink morsel
8206,pink morsel,$3.00,553,2018-11-26,east,pink morsel
8207,pink morsel,$3.00,550,2018-11-26,west,pink morsel
8232,pink morsel,$3.00,591,2018-11-27,north,pink morsel
8233,pink morsel,$3.00,549,2018-11-27,south,pink morsel
8234,pink morsel,$3.00,575,2018-11-27,east,pink morsel
8235,pink morsel,$3.00,548,2018-11-27,west,pink morsel
8260,pink morsel,$3.00,589,2018-11-28,north,pink morsel
8261,pink morsel,$3.00,576,2018-11-28,south,pink morsel
8262,pink morsel,$3.00,573,2018-11-28,east,pink morsel
8263,pink morsel,$3.00,559,2018-11-28,west,pink morsel
8288,pink morsel,$3.00,562,2018-11-29,north,pink morsel
8289,pink morsel,$3.00,509,2018-11-29,south,pink morsel
8290,pink morsel,$3.00,563,2018-11-29,east,pink morsel
8291,pink morsel,$3.00,562,2018-11-29,west,pink morsel
8316,pink morsel,$3.00,547,2018-11-30,north,pink morsel
8317,pink morsel,$3.00,555,2018-11-30,south,pink morsel
8318,pink morsel,$3.00,585,2018-11-30,east,pink morsel
8319,pink morsel,$3.00,517,2018-11-30,west,pink morsel
8344,pink morsel,$3.00,555,2018-12-01,north,pink morsel
8345,pink morsel,$3.00,509,2018-12-01,south,pink morsel
8346,pink morsel,$3.00,512,2018-12-01,east,pink morsel
8347,pink morsel,$3.00,552,2018-12-01,west,pink morsel
8372,pink morsel,$3.00,521,2018-12-02,north,pink morsel
8373,pink morsel,$3.00,518,2018-12-02,south,pink morsel
8374,pink morsel,$3.00,534,2018-12-02,east,pink morsel
8375,pink morsel,$3.00,579,2018-12-02,west,pink morsel
8400,pink morsel,$3.00,502,2018-12-03,north,pink morsel
8401,pink morsel,$3.00,585,2018-12-03,south,pink morsel
8402,pink morsel,$3.00,524,2018-12-03,east,pink morsel
8403,pink morsel,$3.00,536,2018-12-03,west,pink morsel
8428,pink morsel,$3.00,574,2018-12-04,north,pink morsel
8429,pink morsel,$3.00,596,2018-12-04,south,pink morsel
8430,pink morsel,$3.00,596,2018-12-04,east,pink morsel
8431,pink morsel,$3.00,529,2018-12-04,west,pink morsel
8456,pink morsel,$3.00,559,2018-12-05,north,pink morsel
8457,pink morsel,$3.00,575,2018-12-05,south,pink morsel
8458,pink morsel,$3.00,577,2018-12-05,east,pink morsel
8459,pink morsel,$3.00,506,2018-12-05,west,pink morsel
8484,pink morsel,$3.00,579,2018-12-06,north,pink morsel
8485,pink morsel,$3.00,599,2018-12-06,south,pink morsel
8486,pink morsel,$3.00,554,2018-12-06,east,pink morsel
8487,pink morsel,$3.00,554,2018-12-06,west,pink morsel
8512,pink morsel,$3.00,572,2018-12-07,north,pink morsel
8513,pink morsel,$3.00,532,2018-12-07,south,pink morsel
8514,pink morsel,$3.00,551,2018-12-07,east,pink morsel
8515,pink morsel,$3.00,545,2018-12-07,west,pink morsel
8540,pink morsel,$3.00,594,2018-12-08,north,pink morsel
8541,pink morsel,$3.00,591,2018-12-08,south,pink morsel
8542,pink morsel,$3.00,585,2018-12-08,east,pink morsel
8543,pink morsel,$3.00,573,2018-12-08,west,pink morsel
8568,pink morsel,$3.00,579,2018-12-09,north,pink morsel
8569,pink morsel,$3.00,516,2018-12-09,south,pink morsel
8570,pink morsel,$3.00,555,2018-12-09,east,pink morsel
8571,pink morsel,$3.00,553,2018-12-09,west,pink morsel
8596,pink morsel,$3.00,553,2018-12-10,north,pink morsel
8597,pink morsel,$3.00,525,2018-12-10,south,pink morsel
8598,pink morsel,$3.00,503,2018-12-10,east,pink morsel
8599,pink morsel,$3.00,589,2018-12-10,west,pink morsel
8624,pink morsel,$3.00,503,2018-12-11,north,pink morsel
8625,pink morsel,$3.00,509,2018-12-11,south,pink morsel
8626,pink morsel,$3.00,525,2018-12-11,east,pink morsel
8627,pink morsel,$3.00,540,2018-12-11,west,pink morsel
8652,pink morsel,$3.00,541,2018-12-12,north,pink morsel
8653,pink morsel,$3.00,541,2018-12-12,south,pink morsel
8654,pink morsel,$3.00,591,2018-12-12,east,pink morsel
8655,pink morsel,$3.00,581,2018-12-12,west,pink morsel
8680,pink morsel,$3.00,573,2018-12-13,north,pink morsel
8681,pink morsel,$3.00,594,2018-12-13,south,pink morsel
8682,pink morsel,$3.00,571,2018-12-13,east,pink morsel
8683,pink morsel,$3.00,531,2018-12-13,west,pink morsel
8708,pink morsel,$3.00,572,2018-12-14,north,pink morsel
8709,pink morsel,$3.00,562,2018-12-14,south,pink morsel
8710,pink morsel,$3.00,523,2018-12-14,east,pink morsel
8711,pink morsel,$3.00,568,2018-12-14,west,pink morsel
8736,pink morsel,$3.00,518,2018-12-15,north,pink morsel
8737,pink morsel,$3.00,515,2018-12-15,south,pink morsel
8738,pink morsel,$3.00,529,2018-12-15,east,pink morsel
8739,pink morsel,$3.00,600,2018-12-15,west,pink morsel
8764,pink morsel,$3.00,545,2018-12-16,north,pink morsel
8765,pink morsel,$3.00,540,2018-12-16,south,pink morsel
8766,pink morsel,$3.00,600,2018-12-16,east,pink morsel
8767,pink morsel,$3.00,547,2018-12-16,west,pink morsel
8792,pink morsel,$3.00,545,2018-12-17,north,pink morsel
8793,pink morsel,$3.00,509,2018-12-17,south,pink morsel
8794,pink morsel,$3.00,542,2018-12-17,east,pink morsel
8795,pink morsel,$3.00,572,2018-12-17,west,pink morsel
8820,pink morsel,$3.00,585,2018-12-18,north,pink morsel
8821,pink morsel,$3.00,585,2018-12-18,south,pink morsel
8822,pink morsel,$3.00,535,2018-12-18,east,pink morsel
8823,pink morsel,$3.00,593,2018-12-18,west,pink morsel
8848,pink morsel,$3.00,522,2018-12-19,north,pink morsel
8849,pink morsel,$3.00,522,2018-12-19,south,pink morsel
8850,pink morsel,$3.00,599,2018-12-19,east,pink morsel
8851,pink morsel,$3.00,590,2018-12-19,west,pink morsel
8876,pink morsel,$3.00,577,2018-12-20,north,pink morsel
8877,pink morsel,$3.00,517,2018-12-20,south,pink morsel
8878,pink morsel,$3.00,589,2018-12-20,east,pink morsel
8879,pink morsel,$3.00,542,2018-12-20,west,pink morsel
8904,pink morsel,$3.00,553,2018-12-21,north,pink morsel
8905,pink morsel,$3.00,570,2018-12-21,south,pink morsel
8906,pink morsel,$3.00,514,2018-12-21,east,pink morsel
8907,pink morsel,$3.00,523,2018-12-21,west,pink morsel
8932,pink morsel,$3.00,592,2018-12-22,north,pink morsel
8933,pink morsel,$3.00,526,2018-12-22,south,pink morsel
8934,pink morsel,$3.00,556,2018-12-22,east,pink morsel
8935,pink morsel,$3.00,509,2018-12-22,west,pink morsel
8960,pink morsel,$3.00,590,2018-12-23,north,pink morsel
8961,pink morsel,$3.00,541,2018-12-23,south,pink morsel
8962,pink morsel,$3.00,570,2018-12-23,east,pink morsel
8963,pink morsel,$3.00,577,2018-12-23,west,pink morsel
8988,pink morsel,$3.00,580,2018-12-24,north,pink morsel
8989,pink morsel,$3.00,544,2018-12-24,south,pink morsel
8990,pink morsel,$3.00,573,2018-12-24,east,pink morsel
8991,pink morsel,$3.00,500,2018-12-24,west,pink morsel
9016,pink morsel,$3.00,504,2018-12-25,north,pink morsel
9017,pink morsel,$3.00,535,2018-12-25,south,pink morsel
9018,pink morsel,$3.00,541,2018-12-25,east,pink morsel
9019,pink morsel,$3.00,511,2018-12-25,west,pink morsel
9044,pink morsel,$3.00,561,2018-12-26,north,pink morsel
9045,pink morsel,$3.00,578,2018-12-26,south,pink morsel
9046,pink morsel,$3.00,515,2018-12-26,east,pink morsel
9047,pink morsel,$3.00,529,2018-12-26,west,pink morsel
9072,pink morsel,$3.00,526,2018-12-27,north,pink morsel
9073,pink morsel,$3.00,550,2018-12-27,south,pink morsel
9074,pink morsel,$3.00,544,2018-12-27,east,pink morsel
9075,pink morsel,$3.00,571,2018-12-27,west,pink morsel
9100,pink morsel,$3.00,550,2018-12-28,north,pink morsel
9101,pink morsel,$3.00,598,2018-12-28,south,pink morsel
9102,pink morsel,$3.00,588,2018-12-28,east,pink morsel
9103,pink morsel,$3.00,599,2018-12-28,west,pink morsel
9128,pink morsel,$3.00,542,2018-12-29,north,pink morsel
9129,pink morsel,$3.00,598,2018-12-29,south,pink morsel
9130,pink morsel,$3.00,565,2018-12-29,east,pink morsel
9131,pink morsel,$3.00,580,2018-12-29,west,pink morsel
9156,pink morsel,$3.00,586,2018-12-30,north,pink morsel
9157,pink morsel,$3.00,595,2018-12-30,south,pink morsel
9158,pink morsel,$3.00,533,2018-12-30,east,pink morsel
9159,pink morsel,$3.00,563,2018-12-30,west,pink morsel
9184,pink morsel,$3.00,509,2018-12-31,north,pink morsel
9185,pink morsel,$3.00,570,2018-12-31,south,pink morsel
9186,pink morsel,$3.00,530,2018-12-31,east,pink morsel
9187,pink morsel,$3.00,551,2018-12-31,west,pink morsel
9212,pink morsel,$3.00,506,2019-01-01,north,pink morsel
9213,pink morsel,$3.00,544,2019-01-01,south,pink morsel
9214,pink morsel,$3.00,585,2019-01-01,east,pink morsel
9215,pink morsel,$3.00,517,2019-01-01,west,pink morsel
9240,pink morsel,$3.00,589,2019-01-02,north,pink morsel
9241,pink morsel,$3.00,535,2019-01-02,south,pink morsel
9242,pink morsel,$3.00,564,2019-01-02,east,pink morsel
9243,pink morsel,$3.00,598,2019-01-02,west,pink morsel
9268,pink morsel,$3.00,565,2019-01-03,north,pink morsel
9269,pink morsel,$3.00,579,2019-01-03,south,pink morsel
9270,pink morsel,$3.00,525,2019-01-03,east,pink morsel
9271,pink morsel,$3.00,503,2019-01-03,west,pink morsel
9296,pink morsel,$3.00,530,2019-01-04,north,pink morsel
9297,pink morsel,$3.00,500,2019-01-04,south,pink morsel
9298,pink morsel,$3.00,530,2019-01-04,east,pink morsel
9299,pink morsel,$3.00,546,2019-01-04,west,pink morsel
9324,pink morsel,$3.00,587,2019-01-05,north,pink morsel
9325,pink morsel,$3.00,530,2019-01-05,south,pink morsel
9326,pink morsel,$3.00,575,2019-01-05,east,pink morsel
9327,pink morsel,$3.00,517,2019-01-05,west,pink morsel
9352,pink morsel,$3.00,548,2019-01-06,north,pink morsel
9353,pink morsel,$3.00,593,2019-01-06,south,pink morsel
9354,pink morsel,$3.00,598,2019-01-06,east,pink morsel
9355,pink morsel,$3.00,546,2019-01-06,west,pink morsel
9380,pink morsel,$3.00,548,2019-01-07,north,pink morsel
9381,pink morsel,$3.00,549,2019-01-07,south,pink morsel
9382,pink morsel,$3.00,564,2019-01-07,east,pink morsel
9383,pink morsel,$3.00,541,2019-01-07,west,pink morsel
9408,pink morsel,$3.00,574,2019-01-08,north,pink morsel
9409,pink morsel,$3.00,517,2019-01-08,south,pink morsel
9410,pink morsel,$3.00,577,2019-01-08,east,pink morsel
9411,pink morsel,$3.00,567,2019-01-08,west,pink morsel
9436,pink morsel,$3.00,500,2019-01-09,north,pink morsel
9437,pink morsel,$3.00,588,2019-01-09,south,pink morsel
9438,pink morsel,$3.00,588,2019-01-09,east,pink morsel
9439,pink morsel,$3.00,545,2019-01-09,west,pink morsel
9464,pink morsel,$3.00,589,2019-01-10,north,pink morsel
9465,pink morsel,$3.00,517,2019-01-10,south,pink morsel
9466,pink morsel,$3.00,504,2019-01-10,east,pink morsel
9467,pink morsel,$3.00,562,2019-01-10,west,pink morsel
9492,pink morsel,$3.00,554,2019-01-11,north,pink morsel
