,product,price,quantity,date,region,products
6330,pink morsel,$5.00,469,2021-05-27,east,pink morsel
6331,pink morsel,$5.00,432,2021-05-27,west,pink morsel
6356,pink morsel,$5.00,441,2021-05-28,north,pink morsel
6357,pink morsel,$5.00,411,2021-05-28,south,pink morsel
6358,pink morsel,$5.00,456,2021-05-28,east,pink morsel
6359,pink morsel,$5.00,441,2021-05-28,west,pink morsel
6384,pink morsel,$5.00,430,2021-05-29,north,pink morsel
6385,pink morsel,$5.00,490,2021-05-29,south,pink morsel
6386,pink morsel,$5.00,401,2021-05-29,east,pink morsel
6387,pink morsel,$5.00,423,2021-05-29,west,pink morsel
6412,pink morsel,$5.00,476,2021-05-30,north,pink morsel
6413,pink morsel,$5.00,445,2021-05-30,south,pink morsel
6414,pink morsel,$5.00,497,2021-05-30,east,pink morsel
6415,pink morsel,$5.00,462,2021-05-30,west,pink morsel
6440,pink morsel,$5.00,479,2021-05-31,north,pink morsel
6441,pink morsel,$5.00,419,2021-05-31,south,pink morsel
6442,pink morsel,$5.00,444,2021-05-31,east,pink morsel
6443,pink morsel,$5.00,426,2021-05-31,west,pink morsel
6468,pink morsel,$5.00,428,2021-06-01,north,pink morsel
6469,pink morsel,$5.00,490,2021-06-01,south,pink morsel
6470,pink morsel,$5.00,411,2021-06-01,east,pink morsel
6471,pink morsel,$5.00,443,2021-06-01,west,pink morsel
6496,pink morsel,$5.00,403,2021-06-02,north,pink morsel
6497,pink morsel,$5.00,470,2021-06-02,south,pink morsel
6498,pink morsel,$5.00,401,2021-06-02,east,pink morsel
6499,pink morsel,$5.00,403,2021-06-02,west,pink morsel
6524,pink morsel,$5.00,475,2021-06-03,north,pink morsel
6525,pink morsel,$5.00,405,2021-06-03,south,pink morsel
6526,pink morsel,$5.00,475,2021-06-03,east,pink morsel
6527,pink morsel,$5.00,460,2021-06-03,west,pink morsel
6552,pink morsel,$5.00,481,2021-06-04,north,pink morsel
6553,pink morsel,$5.00,427,2021-06-04,south,pink morsel
6554,pink morsel,$5.00,463,2021-06-04,east,pink morsel
6555,pink morsel,$5.00,460,2021-06-04,west,pink morsel
6580,pink morsel,$5.00,485,2021-06-05,north,pink morsel
6581,pink morsel,$5.00,480,2021-06-05,south,pink morsel
6582,pink morsel,$5.00,449,2021-06-05,east,pink morsel
6583,pink morsel,$5.00,417,2021-06-05,west,pink morsel
6608,pink morsel,$5.00,404,2021-06-06,north,pink morsel
6609,pink morsel,$5.00,438,2021-06-06,south,pink morsel
6610,pink morsel,$5.00,490,2021-06-06,east,pink morsel
6611,pink morsel,$5.00,449,2021-06-06,west,pink morsel
6636,pink morsel,$5.00,478,2021-06-07,north,pink morsel
6637,pink morsel,$5.00,404,2021-06-07,south,pink morsel
6638,pink morsel,$5.00,472,2021-06-07,east,pink morsel
6639,pink morsel,$5.00,414,2021-06-07,west,pink morsel
6664,pink morsel,$5.00,458,2021-06-08,north,pink morsel
6665,pink morsel,$5.00,407,2021-06-08,south,pink morsel
6666,pink morsel,$5.00,490,2021-06-08,east,pink morsel
6667,pink morsel,$5.00,424,2021-06-08,west,pink morsel
6692,pink morsel,$5.00,496,2021-06-09,north,pink morsel
6693,pink morsel,$5.00,500,2021-06-09,south,pink morsel
6694,pink morsel,$5.00,473,2021-06-09,east,pink morsel
6695,pink morsel,$5.00,466,2021-06-09,west,pink morsel
6720,pink morsel,$5.00,456,2021-06-10,north,pink morsel
6721,pink morsel,$5.00,403,2021-06-10,south,pink morsel
6722,pink morsel,$5.00,500,2021-06-10,east,pink morsel
6723,pink morsel,$5.00,481,2021-06-10,west,pink morsel
6748,pink morsel,$5.00,477,2021-06-11,north,pink morsel
6749,pink morsel,$5.00,418,2021-06-11,south,pink morsel
6750,pink morsel,$5.00,460,2021-06-11,east,pink morsel
6751,pink morsel,$5.00,470,2021-06-11,west,pink morsel
6776,pink morsel,$5.00,419,2021-06-12,north,pink morsel
6777,pink morsel,$5.00,475,2021-06-12,south,pink morsel
6778,pink morsel,$5.00,454,2021-06-12,east,pink morsel
6779,pink morsel,$5.00,473,2021-06-12,west,pink morsel
6804,pink morsel,$5.00,441,2021-06-13,north,pink morsel
6805,pink morsel,$5.00,452,2021-06-13,south,pink morsel
6806,pink morsel,$5.00,427,2021-06-13,east,pink morsel
6807,pink morsel,$5.00,456,2021-06-13,west,pink morsel
6832,pink morsel,$5.00,497,2021-06-14,north,pink morsel
6833,pink morsel,$5.00,405,2021-06-14,south,pink morsel
6834,pink morsel,$5.00,492,2021-06-14,east,pink morsel
6835,pink morsel,$5.00,457,2021-06-14,west,pink morsel
6860,pink morsel,$5.00,418,2021-06-15,north,pink morsel
6861,pink morsel,$5.00,415,2021-06-15,south,pink morsel
6862,pink morsel,$5.00,425,2021-06-15,east,pink morsel
6863,pink morsel,$5.00,417,2021-06-15,west,pink morsel
6888,pink morsel,$5.00,482,2021-06-16,north,pink morsel
6889,pink morsel,$5.00,453,2021-06-16,south,pink morsel
6890,pink morsel,$5.00,429,2021-06-16,east,pink morsel
6891,pink morsel,$5.00,464,2021-06-16,west,pink morsel
6916,pink morsel,$5.00,452,2021-06-17,north,pink morsel
6917,pink morsel,$5.00,492,2021-06-17,south,pink morsel
6918,pink morsel,$5.00,412,2021-06-17,east,pink morsel
6919,pink morsel,$5.00,424,2021-06-17,west,pink morsel
6944,pink morsel,$5.00,465,2021-06-18,north,pink morsel
6945,pink morsel,$5.00,455,2021-06-18,south,pink morsel
6946,pink morsel,$5.00,457,2021-06-18,east,pink morsel
6947,pink morsel,$5.00,430,2021-06-18,west,pink morsel
6972,pink morsel,$5.00,432,2021-06-19,north,pink morsel
6973,pink morsel,$5.00,404,2021-06-19,south,pink morsel
6974,pink morsel,$5.00,486,2021-06-19,east,pink morsel
6975,pink morsel,$5.00,405,2021-06-19,west,pink morsel
7000,pink morsel,$5.00,456,2021-06-20,north,pink morsel
7001,pink morsel,$5.00,485,2021-06-20,south,pink morsel
7002,pink morsel,$5.00,446,2021-06-20,east,pink morsel
7003,pink morsel,$5.00,432,2021-06-20,west,pink morsel
7028,pink morsel,$5.00,472,2021-06-21,north,pink morsel
7029,pink morsel,$5.00,461,2021-06-21,south,pink morsel
7030,pink morsel,$5.00,421,2021-06-21,east,pink morsel
7031,pink morsel,$5.00,458,2021-06-21,west,pink morsel
7056,pink morsel,$5.00,456,2021-06-22,north,pink morsel
7057,pink morsel,$5.00,402,2021-06-22,south,pink morsel
7058,pink morsel,$5.00,419,2021-06-22,east,pink morsel
7059,pink morsel,$5.00,454,2021-06-22,west,pink morsel
7084,pink morsel,$5.00,416,2021-06-23,north,pink morsel
7085,pink morsel,$5.00,469,2021-06-23,south,pink morsel
7086,pink morsel,$5.00,448,2021-06-23,east,pink morsel
7087,pink morsel,$5.00,485,2021-06-23,west,pink morsel
7112,pink morsel,$5.00,478,2021-06-24,north,pink morsel
7113,pink morsel,$5.00,431,2021-06-24,south,pink morsel
7114,pink morsel,$5.00,412,2021-06-24,east,pink morsel
7115,pink morsel,$5.00,411,2021-06-24,west,pink morsel
7140,pink morsel,$5.00,428,2021-06-25,north,pink morsel
7141,pink morsel,$5.00,468,2021-06-25,south,pink morsel
7142,pink morsel,$5.00,406,2021-06-25,east,pink morsel
7143,pink morsel,$5.00,462,2021-06-25,west,pink morsel
7168,pink morsel,$5.00,413,2021-06-26,north,pink morsel
7169,pink morsel,$5.00,466,2021-06-26,south,pink morsel
7170,pink morsel,$5.00,429,2021-06-26,east,pink morsel
7171,pink morsel,$5.00,410,2021-06-26,west,pink morsel
7196,pink morsel,$5.00,419,2021-06-27,north,pink morsel
7197,pink morsel,$5.00,492,2021-06-27,south,pink morsel
7198,pink morsel,$5.00,439,2021-06-27,east,pink morsel
7199,pink morsel,$5.00,404,2021-06-27,west,pink morsel
7224,pink morsel,$5.00,437,2021-06-28,north,pink morsel
7225,pink morsel,$5.00,438,2021-06-28,south,pink morsel
7226,pink morsel,$5.00,410,2021-06-28,east,pink morsel
7227,pink morsel,$5.00,409,2021-06-28,west,pink morsel
7252,pink morsel,$5.00,431,2021-06-29,north,pink morsel
7253,pink morsel,$5.00,427,2021-06-29,south,pink morsel
7254,pink morsel,$5.00,456,2021-06-29,east,pink morsel
7255,pink morsel,$5.00,497,2021-06-29,west,pink morsel
7280,pink morsel,$5.00,408,2021-06-30,north,pink morsel
7281,pink morsel,$5.00,426,2021-06-30,south,pink morsel
7282,pink morsel,$5.00,498,2021-06-30,east,pink morsel
7283,pink morsel,$5.00,432,2021-06-30,west,pink morsel
7308,pink morsel,$5.00,413,2021-07-01,north,pink morsel
7309,pink morsel,$5.00,471,2021-07-01,south,pink morsel
7310,pink morsel,$5.00,441,2021-07-01,east,pink morsel
7311,pink morsel,$5.00,453,2021-07-01,west,pink morsel
7336,pink morsel,$5.00,401,2021-07-02,north,pink morsel
7337,pink morsel,$5.00,490,2021-07-02,south,pink morsel
7338,pink morsel,$5.00,500,2021-07-02,east,pink morsel
7339,pink morsel,$5.00,489,2021-07-02,west,pink morsel
7364,pink morsel,$5.00,492,2021-07-03,north,pink morsel
7365,pink morsel,$5.00,412,2021-07-03,south,pink morsel
7366,pink morsel,$5.00,418,2021-07-03,east,pink morsel
7367,pink morsel,$5.00,483,2021-07-03,west,pink morsel
7392,pink morsel,$5.00,479,2021-07-04,north,pink morsel
7393,pink morsel,$5.00,474,2021-07-04,south,pink morsel
7394,pink morsel,$5.00,422,2021-07-04,east,pink morsel
7395,pink morsel,$5.00,479,2021-07-04,west,pink morsel
7420,pink morsel,$5.00,441,2021-07-05,north,pink morsel
7421,pink morsel,$5.00,449,2021-07-05,south,pink morsel
7422,pink morsel,$5.00,466,2021-07-05,east,pink morsel
7423,pink morsel,$5.00,402,2021-07-05,west,pink morsel
7448,pink morsel,$5.00,486,2021-07-06,north,pink morsel
7449,pink morsel,$5.00,425,2021-07-06,south,pink morsel
7450,pink morsel,$5.00,447,2021-07-06,east,pink morsel
7451,pink morsel,$5.00,435,2021-07-06,west,pink morsel
7476,pink morsel,$5.00,492,2021-07-07,north,pink morsel
7477,pink morsel,$5.00,500,2021-07-07,south,pink morsel
7478,pink morsel,$5.00,463,2021-07-07,east,pink morsel
7479,pink morsel,$5.00,424,2021-07-07,west,pink morsel
7504,pink morsel,$5.00,408,2021-07-08,north,pink morsel
7505,pink morsel,$5.00,485,2021-07-08,south,pink morsel
7506,pink morsel,$5.00,475,2021-07-08,east,pink morsel
7507,pink morsel,$5.00,416,2021-07-08,west,pink morsel
7532,pink morsel,$5.00,421,2021-07-09,north,pink morsel
7533,pink morsel,$5.00,448,2021-07-09,south,pink morsel
7534,pink morsel,$5.00,403,2021-07-09,east,pink morsel
7535,pink morsel,$5.00,434,2021-07-09,west,pink morsel
7560,pink morsel,$5.00,439,2021-07-10,north,pink morsel
7561,pink morsel,$5.00,488,2021-07-10,south,pink morsel
7562,pink morsel,$5.00,408,2021-07-10,east,pink morsel
7563,pink morsel,$5.00,452,2021-07-10,west,pink morsel
7588,pink morsel,$5.00,434,2021-07-11,north,pink morsel
7589,pink morsel,$5.00,440,2021-07-11,south,pink morsel
7590,pink morsel,$5.00,452,2021-07-11,east,pink morsel
7591,pink morsel,$5.00,479,2021-07-11,west,pink morsel
7616,pink morsel,$5.00,402,2021-07-12,north,pink morsel
7617,pink morsel,$5.00,401,2021-07-12,south,pink morsel
7618,pink morsel,$5.00,450,2021-07-12,east,pink morsel
7619,pink morsel,$5.00,402,2021-07-12,west,pink morsel
7644,pink morsel,$5.00,429,2021-07-13,north,pink morsel
7645,pink morsel,$5.00,421,2021-07-13,south,pink morsel
7646,pink morsel,$5.00,453,2021-07-13,east,pink morsel
7647,pink morsel,$5.00,404,2021-07-13,west,pink morsel
7672,pink morsel,$5.00,459,2021-07-14,north,pink morsel
7673,pink morsel,$5.00,466,2021-07-14,south,pink morsel
7674,pink morsel,$5.00,456,2021-07-14,east,pink morsel
7675,pink morsel,$5.00,409,2021-07-14,west,pink morsel
7700,pink morsel,$5.00,475,2021-07-15,north,pink morsel
7701,pink morsel,$5.00,474,2021-07-15,south,pink morsel
7702,pink morsel,$5.00,451,2021-07-15,east,pink morsel
7703,pink morsel,$5.00,461,2021-07-15,west,pink morsel
7728,pink morsel,$5.00,488,2021-07-16,north,pink morsel
7729,pink morsel,$5.00,404,2021-07-16,south,pink morsel
7730,pink morsel,$5.00,407,2021-07-16,east,pink morsel
7731,pink morsel,$5.00,431,2021-07-16,west,pink morsel
7756,pink morsel,$5.00,429,2021-07-17,north,pink morsel
7757,pink morsel,$5.00,416,2021-07-17,south,pink morsel
7758,pink morsel,$5.00,469,2021-07-17,east,pink morsel
7759,pink morsel,$5.00,446,2021-07-17,west,pink morsel
7784,pink morsel,$5.00,475,2021-07-18,north,pink morsel
7785,pink morsel,$5.00,433,2021-07-18,south,pink morsel
7786,pink morsel,$5.00,435,2021-07-18,east,pink morsel
7787,pink morsel,$5.00,477,2021-07-18,west,pink morsel
7812,pink morsel,$5.00,459,2021-07-19,north,pink morsel
7813,pink morsel,$5.00,434,2021-07-19,south,pink morsel
7814,pink morsel,$5.00,408,2021-07-19,east,pink morsel
7815,pink morsel,$5.00,441,2021-07-19,west,pink morsel
7840,pink morsel,$5.00,487,2021-07-20,north,pink morsel
7841,pink morsel,$5.00,476,2021-07-20,south,pink morsel
7842,pink morsel,$5.00,489,2021-07-20,east,pink morsel
7843,pink morsel,$5.00,478,2021-07-20,west,pink morsel
7868,pink morsel,$5.00,423,2021-07-21,north,pink morsel
7869,pink morsel,$5.00,455,2021-07-21,south,pink morsel
7870,pink morsel,$5.00,440,2021-07-21,east,pink morsel
7871,pink morsel,$5.00,461,2021-07-21,west,pink morsel
7896,pink morsel,$5.00,456,2021-07-22,north,pink morsel
7897,pink morsel,$5.00,428,2021-07-22,south,pink morsel
7898,pink morsel,$5.00,441,2021-07-22,east,pink morsel
7899,pink morsel,$5.00,490,2021-07-22,west,pink morsel
7924,pink morsel,$5.00,412,2021-07-23,north,pink morsel
7925,pink morsel,$5.00,440,2021-07-23,south,pink morsel
7926,pink morsel,$5.00,478,2021-07-23,east,pink morsel
7927,pink morsel,$5.00,415,2021-07-23,west,pink morsel
7952,pink morsel,$5.00,403,2021-07-24,north,pink morsel
7953,pink morsel,$5.00,447,2021-07-24,south,pink morsel
7954,pink morsel,$5.00,472,2021-07-24,east,pink morsel
7955,pink morsel,$5.00,425,2021-07-24,west,pink morsel
7980,pink morsel,$5.00,447,2021-07-25,north,pink morsel
7981,pink morsel,$5.00,490,2021-07-25,south,pink morsel
7982,pink morsel,$5.00,431,2021-07-25,east,pink morsel
7983,pink morsel,$5.00,456,2021-07-25,west,pink morsel
8008,pink morsel,$5.00,457,2021-07-26,north,pink morsel
8009,pink morsel,$5.00,479,2021-07-26,south,pink morsel
8010,pink morsel,$5.00,472,2021-07-26,east,pink morsel
8011,pink morsel,$5.00,458,2021-07-26,west,pink morsel
8036,pink morsel,$5.00,488,2021-07-27,north,pink morsel
8037,pink morsel,$5.00,463,2021-07-27,south,pink morsel
8038,pink morsel,$5.00,416,2021-07-27,east,pink morsel
8039,pink morsel,$5.00,490,2021-07-27,west,pink morsel
8064,pink morsel,$5.00,433,2021-07-28,north,pink morsel
8065,pink morsel,$5.00,477,2021-07-28,south,pink morsel
8066,pink morsel,$5.00,402,2021-07-28,east,pink morsel
8067,pink morsel,$5.00,485,2021-07-28,west,pink morsel
8092,pink morsel,$5.00,425,2021-07-29,north,pink morsel
8093,pink morsel,$5.00,425,2021-07-29,south,pink morsel
8094,pink morsel,$5.00,447,2021-07-29,east,pink morsel
8095,pink morsel,$5.00,472,2021-07-29,west,pink morsel
8120,pink morsel,$5.00,401,2021-07-30,north,pink morsel
8121,pink morsel,$5.00,440,2021-07-30,south,pink morsel
8122,pink morsel,$5.00,431,2021-07-30,east,pink morsel
8123,pink morsel,$5.00,449,2021-07-30,west,pink morsel
8148,pink morsel,$5.00,444,2021-07-31,north,pink morsel
8149,pink morsel,$5.00,445,2021-07-31,south,pink morsel
8150,pink morsel,$5.00,430,2021-07-31,east,pink morsel
8151,pink morsel,$5.00,429,2021-07-31,west,pink morsel
8176,pink morsel,$5.00,414,2021-08-01,north,pink morsel
8177,pink morsel,$5.00,453,2021-08-01,south,pink morsel
8178,pink morsel,$5.00,411,2021-08-01,east,pink morsel
8179,pink morsel,$5.00,433,2021-08-01,west,pink morsel
8204,pink morsel,$5.00,456,2021-08-02,north,pink morsel
8205,pink morsel,$5.00,455,2021-08-02,south,pink morsel
8206,pink morsel,$5.00,440,2021-08-02,east,pink morsel
8207,pink morsel,$5.00,498,2021-08-02,west,pink morsel
8232,pink morsel,$5.00,470,2021-08-03,north,pink morsel
8233,pink morsel,$5.00,415,2021-08-03,south,pink morsel
8234,pink morsel,$5.00,450,2021-08-03,east,pink morsel
8235,pink morsel,$5.00,463,2021-08-03,west,pink morsel
8260,pink morsel,$5.00,496,2021-08-04,north,pink morsel
8261,pink morsel,$5.00,414,2021-08-04,south,pink morsel
8262,pink morsel,$5.00,490,2021-08-04,east,pink morsel
8263,pink morsel,$5.00,402,2021-08-04,west,pink morsel
8288,pink morsel,$5.00,484,2021-08-05,north,pink morsel
8289,pink morsel,$5.00,443,2021-08-05,south,pink morsel
8290,pink morsel,$5.00,426,2021-08-05,east,pink morsel
8291,pink morsel,$5.00,413,2021-08-05,west,pink morsel
8316,pink morsel,$5.00,412,2021-08-06,north,pink morsel
8317,pink morsel,$5.00,410,2021-08-06,south,pink morsel
8318,pink morsel,$5.00,494,2021-08-06,east,pink morsel
8319,pink morsel,$5.00,459,2021-08-06,west,pink morsel
8344,pink morsel,$5.00,446,2021-08-07,north,pink morsel
8345,pink morsel,$5.00,406,2021-08-07,south,pink morsel
8346,pink morsel,$5.00,462,2021-08-07,east,pink morsel
8347,pink morsel,$5.00,483,2021-08-07,west,pink morsel
8372,pink morsel,$5.00,496,2021-08-08,north,pink morsel
8373,pink morsel,$5.00,446,2021-08-08,south,pink morsel
8374,pink morsel,$5.00,472,2021-08-08,east,pink morsel
8375,pink morsel,$5.00,480,2021-08-08,west,pink morsel
8400,pink morsel,$5.00,433,2021-08-09,north,pink morsel
8401,pink morsel,$5.00,477,2021-08-09,south,pink morsel
8402,pink morsel,$5.00,448,2021-08-09,east,pink morsel
8403,pink morsel,$5.00,412,2021-08-09,west,pink morsel
8428,pink morsel,$5.00,459,2021-08-10,north,pink morsel
8429,pink morsel,$5.00,436,2021-08-10,south,pink morsel
8430,pink morsel,$5.00,415,2021-08-10,east,pink morsel
8431,pink morsel,$5.00,475,2021-08-10,west,pink morsel
8456,pink morsel,$5.00,450,2021-08-11,north,pink morsel
8457,pink morsel,$5.00,450,2021-08-11,south,pink morsel
8458,pink morsel,$5.00,469,2021-08-11,east,pink morsel
8459,pink morsel,$5.00,416,2021-08-11,west,pink morsel
8484,pink morsel,$5.00,499,2021-08-12,north,pink morsel
8485,pink morsel,$5.00,420,2021-08-12,south,pink morsel
8486,pink morsel,$5.00,486,2021-08-12,east,pink morsel
8487,pink morsel,$5.00,414,2021-08-12,west,pink morsel
8512,pink morsel,$5.00,457,2021-08-13,north,pink morsel
8513,pink morsel,$5.00,447,2021-08-13,south,pink morsel
8514,pink morsel,$5.00,496,2021-08-13,east,pink morsel
8515,pink morsel,$5.00,485,2021-08-13,west,pink morsel
8540,pink morsel,$5.00,419,2021-08-14,north,pink morsel
8541,pink morsel,$5.00,427,2021-08-14,south,pink morsel
8542,pink morsel,$5.00,466,2021-08-14,east,pink morsel
8543,pink morsel,$5.00,404,2021-08-14,west,pink morsel
8568,pink morsel,$5.00,412,2021-08-15,north,pink morsel
8569,pink morsel,$5.00,428,2021-08-15,south,pink morsel
8570,pink morsel,$5.00,494,2021-08-15,east,pink morsel
8571,pink morsel,$5.00,497,2021-08-15,west,pink morsel
8596,pink morsel,$5.00,408,2021-08-16,north,pink morsel
8597,pink morsel,$5.00,431,2021-08-16,south,pink morsel
8598,pink morsel,$5.00,424,2021-08-16,east,pink morsel
8599,pink morsel,$5.00,427,2021-08-16,west,pink morsel
8624,pink morsel,$5.00,479,2021-08-17,north,pink morsel
8625,pink morsel,$5.00,495,2021-08-17,south,pink morsel
8626,pink morsel,$5.00,472,2021-08-17,east,pink morsel
8627,pink morsel,$5.00,435,2021-08-17,west,pink morsel
8652,pink morsel,$5.00,498,2021-08-18,north,pink morsel
8653,pink morsel,$5.00,415,2021-08-18,south,pink morsel
8654,pink morsel,$5.00,465,2021-08-18,east,pink morsel
8655,pink morsel,$5.00,489,2021-08-18,west,pink morsel
8680,pink morsel,$5.00,416,2021-08-19,north,pink morsel
8681,pink morsel,$5.00,474,2021-08-19,south,pink morsel
8682,pink morsel,$5.00,445,2021-08-19,east,pink morsel
8683,pink morsel,$5.00,499,2021-08-19,west,pink morsel
8708,pink morsel,$5.00,432,2021-08-20,north,pink morsel
8709,pink morsel,$5.00,439,2021-08-20,south,pink morsel
8710,pink morsel,$5.00,463,2021-08-20,east,pink morsel
8711,pink morsel,$5.00,434,2021-08-20,west,pink morsel
8736,pink morsel,$5.00,446,2021-08-21,north,pink morsel
8737,pink morsel,$5.00,419,2021-08-21,south,pink morsel
8738,pink morsel,$5.00,410,2021-08-21,east,pink morsel
8739,pink morsel,$5.00,498,2021-08-21,west,pink morsel
8764,pink morsel,$5.00,419,2021-08-22,north,pink morsel
8765,pink morsel,$5.00,436,2021-08-22,south,pink morsel
8766,pink morsel,$5.00,415,2021-08-22,east,pink morsel
8767,pink morsel,$5.00,495,2021-08-22,west,pink morsel
8792,pink morsel,$5.00,404,2021-08-23,north,pink morsel
8793,pink morsel,$5.00,400,2021-08-23,south,pink morsel
8794,pink morsel,$5.00,442,2021-08-23,east,pink morsel
8795,pink morsel,$5.00,431,2021-08-23,west,pink morsel
8820,pink morsel,$5.00,443,2021-08-24,north,pink morsel
8821,pink morsel,$5.00,495,2021-08-24,south,pink morsel
8822,pink morsel,$5.00,453,2021-08-24,east,pink morsel
8823,pink morsel,$5.00,406,2021-08-24,west,pink morsel
8848,pink morsel,$5.00,404,2021-08-25,north,pink morsel
8849,pink morsel,$5.00,448,2021-08-25,south,pink morsel
8850,pink morsel,$5.00,400,2021-08-25,east,pink morsel
8851,pink morsel,$5.00,430,2021-08-25,west,pink morsel
8876,pink morsel,$5.00,474,2021-08-26,north,pink morsel
8877,pink morsel,$5.00,436,2021-08-26,south,pink morsel
8878,pink morsel,$5.00,494,2021-08-26,east,pink morsel
8879,pink morsel,$5.00,430,2021-08-26,west,pink morsel
8904,pink morsel,$5.00,434,2021-08-27,north,pink morsel
8905,pink morsel,$5.00,452,2021-08-27,south,pink morsel
8906,pink morsel,$5.00,428,2021-08-27,east,pink morsel
8907,pink morsel,$5.00,409,2021-08-27,west,pink morsel
8932,pink morsel,$5.00,498,2021-08-28,north,pink morsel
8933,pink morsel,$5.00,464,2021-08-28,south,pink morsel
8934,pink morsel,$5.00,446,2021-08-28,east,pink morsel
8935,pink morsel,$5.00,488,2021-08-28,west,pink morsel
8960,pink morsel,$5.00,437,2021-08-29,north,pink morsel
8961,pink morsel,$5.00,470,2021-08-29,south,pink morsel
8962,pink morsel,$5.00,489,2021-08-29,east,pink morsel
8963,pink morsel,$5.00,473,2021-08-29,west,pink morsel
8988,pink morsel,$5.00,413,2021-08-30,north,pink morsel
8989,pink morsel,$5.00,403,2021-08-30,south,pink morsel
8990,pink morsel,$5.00,432,2021-08-30,east,pink morsel
8991,pink morsel,$5.00,460,2021-08-30,west,pink morsel
9016,pink morsel,$5.00,409,2021-08-31,north,pink morsel
9017,pink morsel,$5.00,488,2021-08-31,south,pink morsel
9018,pink morsel,$5.00,433,2021-08-31,east,pink morsel
9019,pink morsel,$5.00,436,2021-08-31,west,pink morsel
9044,pink morsel,$5.00,466,2021-09-01,north,pink morsel
9045,pink morsel,$5.00,448,2021-09-01,south,pink morsel
9046,pink morsel,$5.00,424,2021-09-01,east,pink morsel
9047,pink morsel,$5.00,499,2021-09-01,west,pink morsel
9072,pink morsel,$5.00,416,2021-09-02,north,pink morsel
9073,pink morsel,$5.00,483,2021-09-02,south,pink morsel
9074,pink morsel,$5.00,417,2021-09-02,east,pink morsel
9075,pink morsel,$5.00,480,2021-09-02,west,pink morsel
9100,pink morsel,$5.00,451,2021-09-03,north,pink morsel
9101,pink morsel,$5.00,449,2021-09-03,south,pink morsel
9102,pink morsel,$5.00,404,2021-09-03,east,pink morsel
9103,pink morsel,$5.00,454,2021-09-03,west,pink morsel
9128,pink morsel,$5.00,479,2021-09-04,north,pink morsel
9129,pink morsel,$5.00,433,2021-09-04,south,pink morsel
9130,pink morsel,$5.00,404,2021-09-04,east,pink morsel
9131,pink morsel,$5.00,427,2021-09-04,west,pink morsel
9156,pink morsel,$5.00,466,2021-09-05,north,pink morsel
9157,pink morsel,$5.00,458,2021-09-05,south,pink morsel
9158,pink morsel,$5.00,409,2021-09-05,east,pink morsel
9159,pink morsel,$5.00,451,2021-09-05,west,pink morsel
9184,pink morsel,$5.00,469,2021-09-06,north,pink morsel
9185,pink morsel,$5.00,437,2021-09-06,south,pink morsel
9186,pink morsel,$5.00,467,2021-09-06,east,pink morsel
9187,pink morsel,$5.00,460,2021-09-06,west,pink morsel
9212,pink morsel,$5.00,408,2021-09-07,north,pink morsel
9213,pink morsel,$5.00,411,2021-09-07,south,pink morsel
9214,pink morsel,$5.00,454,2021-09-07,east,pink morsel
9215,pink morsel,$5.00,467,2021-09-07,west,pink morsel
9240,pink morsel,$5.00,485,2021-09-08,north,pink morsel
9241,pink morsel,$5.00,489,2021-09-08,south,pink morsel
9242,pink morsel,$5.00,496,2021-09-08,east,pink morsel
9243,pink morsel,$5.00,496,2021-09-08,west,pink morsel
9268,pink morsel,$5.00,400,2021-09-09,north,pink morsel
9269,pink morsel,$5.00,415,2021-09-09,south,pink morsel
9270,pink morsel,$5.00,469,2021-09-09,east,pink morsel
9271,pink morsel,$5.00,449,2021-09-09,west,pink morsel
9296,pink morsel,$5.00,414,2021-09-10,north,pink morsel
9297,pink morsel,$5.00,473,2021-09-10,south,pink morsel
9298,pink morsel,$5.00,403,2021-09-10,east,pink morsel
9299,pink morsel,$5.00,475,2021-09-10,west,pink morsel
9324,pink morsel,$5.00,454,2021-09-11,north,pink morsel
9325,pink morsel,$5.00,403,2021-09-11,south,pink morsel
9326,pink morsel,$5.00,400,2021-09-11,east,pink morsel
9327,pink morsel,$5.00,459,2021-09-11,west,pink morsel
9352,pink morsel,$5.00,487,2021-09-12,north,pink morsel
9353,pink morsel,$5.00,497,2021-09-12,south,pink morsel
9354,pink morsel,$5.00,490,2021-09-12,east,pink morsel
9355,pink morsel,$5.00,441,2021-09-12,west,pink morsel
9380,pink morsel,$5.00,483,2021-09-13,north,pink morsel
9381,pink morsel,$5.00,488,2021-09-13,south,pink morsel
9382,pink morsel,$5.00,498,2021-09-13,east,pink morsel
9383,pink morsel,$5.00,483,2021-09-13,west,pink morsel
9408,pink morsel,$5.00,452,2021-09-14,north,pink morsel
9409,pink morsel,$5.00,477,2021-09-14,south,pink morsel
9410,pink morsel,$5.00,456,2021-09-14,east,pink morsel
9411,pink morsel,$5.00,442,2021-09-14,west,pink morsel
9436,pink morsel,$5.00,414,2021-09-15,north,pink morsel
9437,pink morsel,$5.00,421,2021-09-15,south,pink morsel
9438,pink morsel,$5.00,485,2021-09-15,east,pink morsel
9439,pink morsel,$5.00,453,2021-09-15,west,pink morsel
9464,pink morsel,$5.00,438,2021-09-16,north,pink morsel
9465,pink morsel,$5.00,422,2021-09-16,south,pink morsel
9466,pink morsel,$5.00,423,2021-09-16,east,pink morsel
9467,pink morsel,$5.00,491,2021-09-16,west,pink morsel
9492,pink morsel,$5.00,454,2021-09-17,north,pink morsel
